,paper_id,paper_title,cmt_id,cmt_title,cmt_signatures,cmt_content,cmt_category,cmt_sentiment,arxiv_cdate,cmt_cdate,arxiv_availability
45,oyzMyylgINj,LT-SNN: Self-Adaptive Spiking Neural Network for Event-based Classification and Object Detection,wC_6FFRiAvN,"Interesting work to follow! But, it seems to have some serious issues in the paper as well.",['~John_Willian1'],"With the proposed adaptive learning method, this work advanced the performance of SNNs on the event dataset CIFAR10-DVS with smaller neural network backbones, which is impressive!

However, I have been reading recent works relevant to SNNs, including all the latest submissions for ICLR 2023, and I noticed that, in this paper,

(Unfair 1)

the prior works listed in Row CIFAR10, Table 4 are incomplete. For example, TET, listed in Row DVS-CIFAR-10, Table 4 and **adopted** as a trick in the proposed LT-SNN, also conducts experiments on CIFAR-10 with ResNet-19 and Simulation Length 6 but is **not** listed in Row CIFAR10. And, their TET ResNet-19 with Simulation Length 6 can achieve 94.50 $\pm$ 0.07, which is **better** than LT- ResNet-19. **Since the proposed LT-SNN also adopts TET, the proposed method seems to impair the performance and is incompatible with TET on CIFAR10.**

(Unfair 2)

And, Dspike [1], proposed at Neurips 2021 and also with respect to **surrogate gradients**, is dedicated to improving the direct training of SNNs which I think is **very related** to this work. And Dspike also conducts experiments on both CIFAR10 and CIFAR10DVS, but is **neither** listed as a comparison **nor** cited by this paper.  **There should be a fair comparison between Dspike and LT-SNN (without TET)**


(Unfair 3)

As mentioned above, TET is adopted in the proposed method and the TET baseline but is not adopted in other baseline methods. **It is unfair that the authors use an advanced trick TET to beat other works that don't.** 


(Unfair 4)

I also noticed the model architecture used in Table 4 is different from prior works.  It makes sense that the authors want to show the proposed method can help smaller models do better on CIFAR10DVS as claimed in Figure 1. However, to my best knowledge and experience, **1)** **CIFAR10DVS is a small dataset**, and the obstacle is over-fitting. So, that smaller models can do better than bigger models is not surprising, and thus does not back up the proposed method effectively.  **2)** I think it is very necessary to use **the same model architecture and hyper-parameters** in the main experiments (Table 4).  Just keep any other hyper-parameters consistent with the prior works.  It should be common sense to make fair comparisons when proving the proposed method is better than others. The authors have done so many experiments in Table 4. Why did they lose this vital one?


(Fairness Conclusion)

Is it because they are irrelevant to this work in the authors' opinion, due to an incomplete survey, or because the proposed method **failed to surpass them on CIFAR10**? Anyway, I think this work could be more convincing if sufficient and thorough comparisons are listed. Or, at least plugging the proposed method into those aforementioned works to demonstrate the effectiveness and superiority of the proposed method.  For now, I don't think the main experiments are convincing enough, and some doubts arise.

(Doubt 1)

Furthermore, DSR is proposed to enable direct-trained SNNs to have more simulation steps and meanwhile less training overhead (which is equal to only one simulation step in the backward pass).  Could the proposed method achieve comparable training efficiency? If not, I think treating DSR as the main baseline could be somewhat unfair. 

(Doubt 2)

Figure 2(a) seems **not** to match what I have observed in my experiments which show **STSG performs well on the learnable potential threshold**. I tried to reproduce Figure 2(a), but never find the **Failed Training**. It seems like **Observation 1** is **not generous** in most scenarios.  The authors' falsification of **Hypothesis 1** is not persuasive since Figure 2(a) can hardly be observed. Thus, the motivation of the paper is not as concrete and solid as it claims.  Will they **open-source** their code to reproduce Figure 2(a) or the training logs? and when? I think this is very important.  Because it will be less meaningful if the whole work is based on minor special cases rather than generous circumstances.

I am a Ph.D. student in the SNN research field. My concerns are of course less important since I am not an official reviewer. But I really hope the authors could address my problems, which I think are very crucial! 

And, forgive me for my harsh words, I am not intended to be aggressive. Noticing that two reviewers gave a rating of 8, which is impressive and attractive, made me decide to pay more attention to this paper to learn something valuable. It naturally raises some issues after my reading.  

Again, this work is still, to my concept, innovative and progressive to some points. But, the experiments and the observations are very rough and unconvincing.

Thanks for the authors' time. I am very much looking forward to the reply. 

[1] Li Y, Guo Y, Zhang S, et al. Differentiable spike: Rethinking gradient-descent for training spiking neural networks[J]. Advances in Neural Information Processing Systems, 2021, 34: 23426-23439.",problematic empirical evaluation,-2,,2022-11-05 11:59:54+00:00,False
46,dQNL7Zsta3,Malign Overfitting: Interpolation and Invariance are Fundamentally at Odds,WIP-Kgf3S5f,Dicussion with Related Work,['~LIN_Yong1'],"This is an interesting paper on discussing the overparameterization and invariance. We'd like to have a discussion with on related works [1] and [2] on this topic. 

**On the results**:
*  To the best of our knowledge, the confict between overparamterization and invariance learning is first formally identified in [1]. [1] shows that any overparameterized model that can interpolate the data can fail the invariance constraint. 
* [2] analyzes a linear regression case. [2] shows that a model that can interpolate data always achieves a smaller IRM loss than the model merely using invariant features (IRM loss with zero penalty is standard ERM loss).  

------------update--------------

Thanks for Reviewer 7Zqk and author's discussion and correction. 

It seems that we have some misunderstanding on the work before. This paper presents the results that:  the max margin interpolator will rely on the spurious features with large probability. Whereas,  [1, 2] is about the existence of a interpolator that fails the IRM constraint which still uses the spurious feature.  So they typically focus on different aspects. The results in this paper bring new insights.   



[1] Yong Lin, Hanze Dong, Hao Wang, Tong Zhang; Bayesian Invariant Risk Minimization; CVPR 2022

[2] Xiao Zhou, Yong Lin, Weizhong Zhang, Tong Zhang; Sparse Invariant Risk Minimization. ICML 2022",missing or wrong reference,0,,2022-11-07 01:43:16+00:00,False
47,Qc_OopMEBnC,Learning to Segment from Noisy Annotations: A Spatial Correction Approach,ATtGaXtureI,Discussion on a related work,['~Sheng_Liu2'],"Dear authors, 

The paper is very interesting and deals with a very important problem in segmentation. I also noticed that this paper is similar, to some extent, to our previous paper ""Adaptive Early-Learning Correction for Segmentation from Noisy Annotations"" published at CVPR 2022. Could you discuss the difference? I briefly read the paper and believed that there are many novelties besides the annotation correction itself. Thank you in advance. 

Best,

Sheng",missing or wrong reference,0,,2022-11-05 17:39:36+00:00,False
48,ZrEbzL9eQ3W,Scaling Laws for a Multi-Agent Reinforcement Learning Model,A_3qrYrNmUT,Methodology for the agents being evaluated?,['~David_J_Wu1'],"As a researcher and engineer with experience in computer game playing AI, I would like to say that I find the topic of this submission to be of interest, so I thank the authors for attempting to explore it!

I'm commenting because I'd like to draw additional emphasis to a question from reviewer kPYj: when evaluated for playing strength, were the final agents using a fixed number of MCTS simulation counts per move, or a fixed amount of time per move, or something else? While there are good reasons why a given experiment might use the former (e.g. simulation count limits are hardware-independent, while wall-clock time limits are not), in domains where search is possible to freely scale any model to any inference-time compute budget, optimizing performance per final inference time or cost is usually the practical objective. I and many in my field have all too commonly trained a larger model, found it was much stronger on a fixed-simulation basis, yet gave a worse final agent since the larger cost prevented deeper search in the same time. AlphaZero's model size would likely have been chosen with the same consideration.

Given how hugely the interpretation of some results may hinge on this detail, I found it surprising that only one reviewer also raised this question. I hope it can be easy to clarify, as it would help with interpreting the data presented. Thanks!",compliment,2,2022-09-29 19:08:51+00:00,2022-11-07 22:37:53+00:00,True
49,8CDeu0f4i2,REDUCING OVERSMOOTHING IN GRAPH NEURAL NETWORKS BY CHANGING THE ACTIVATION FUNCTION,nGSyowPUp_,Relevant Work,['~Sitao_Luan1'],"Thank the authors for having this interesting paper which discuss the role of activation functions in over-smoothing problem. I would like to highlight one relevant work [1] that theoretically and empirically studies the effect of activation functions for over-smoothing problem from loss of rank perspective and propose to replace ReLU with Tanh in deep GNNs. Good luck to your rebuttal.

[1] Luan S, Zhao M, Chang X W, et al. Break the ceiling: Stronger multi-scale deep graph convolutional networks[J]. Advances in neural information processing systems, 2019, 32.",missing or wrong reference,0,,2022-11-14 22:57:22+00:00,False
50,CYK7RfcOzQ4,AudioGen: Textually Guided Audio Generation,MjXysYKrT5,Questions about muti stream & demos,['~Zeqian_Ju1'],"The results are quite impressive. I think the generated samples even have better quality than Ground Truth.  I would like to check the following questions：
1. As shown in Table 2, the single stream setting can achieve the best performance in all metrics except for speed.  And I guess that the samples on demo page are generated under single stream setting if not annotated.  Is it right?

2. Are Ground Truth on demo page reconstructed from tokens, or raw waves from datasets?

3. In ``Multi-stream modelling`` section on demo page, I notice that the generated samples sound much more 'intense' and 'speedy', as the stream number grows. Is it a common phenomenon, and why?

Thanks a lot for your response!",general question,0,2022-09-30 10:17:05+00:00,2022-11-13 08:27:59+00:00,True
51,2WklawyeI08,Hebbian and Gradient-based Plasticity Enables Robust Memory and Rapid Learning in RNNs,8Z3KAONSrF,Missing reference to closely related work,['~Timoleon_Moraitis1'],"Dear authors,

We would like to draw your attention to the latest work that also uses meta-learned Hebbian plasticity in recurrent neural networks [1] but is not cited in your manuscript.

[1] extends Hebbian plasticity with short-term dynamics, applies it to similar problems as the study reviewed here, outperforms several baselines including plasticity of the Miconi type that the authors used, and also extends its applicability to reinforcement learning problems that the authors here characterize as challenging and left for future study.

We believe that this reference is highly relevant and should be cited in the present manuscript for an accurate depiction of the current state of the field.

Sincerely,

Timos Moraitis

[1] Rodriguez et al., *Short-Term Plasticity Neurons Learning to Learn and Forget*, ICML 2022 https://proceedings.mlr.press/v162/rodriguez22b.html
",missing or wrong reference,0,2023-02-07 03:42:42+00:00,2022-11-17 11:44:24+00:00,False
52,zoz7Ze4STUL,Energy-based Out-of-Distribution Detection for Graph Neural Networks,jVearQ3UyP,Misattribution of Twitch Gamers,['~Benedek_Andras_Rozemberczki1'],"The Twitch-Gamers dataset was proposed in this paper:

```bibtex

>@misc{rozemberczki2021twitch,
       title = {Twitch Gamers: a Dataset for Evaluating Proximity Preserving and Structural Role-based Node Embeddings}, 
       author = {Benedek Rozemberczki and Rik Sarkar},
       year = {2021},
       eprint = {2101.03091},
       archivePrefix = {arXiv},
       primaryClass = {cs.SI}
       }

```
",missing or wrong reference,0,2023-02-06 16:38:43+00:00,2022-11-05 20:21:45+00:00,False
53,bXNl-myZkJl,More ConvNets in the 2020s: Scaling up Kernels Beyond 51x51 using Sparsity,t-kIYvE9Ux,About number of FLOPs and parameters,['~Timothée_Masquelier1'],"Hello,

I'm not a reviewer for this paper, but I read it in detail as soon as it came out on arXiv, and I've found the approach extremely appealing :-)

However, I have two important concerns:

1) I suspect the FLOPs reported here do not include the ones of the gemm method. When including them, the total number of FLOPs could be much higher than the ConvNeXt baselines to which they compare themselves.

2) The reported numbers of parameters only include the non-zero ones (https://github.com/VITA-Group/SLaK/issues/12). I think the total number of parameters should also be reported. It is the total number of parameters that matters for 99% of the users, who will run the code on GPUs which do not leverage sparsity.

Best,",problematic empirical evaluation,-2,2022-07-07 23:55:52+00:00,2022-11-06 12:00:15+00:00,True
54,eL1iX7DMnPI,Privacy-Preserving Vision Transformer on Permutation-Encrypted Images,eIKKTOmdTa,This scheme is broken.,['~Nicholas_Carlini1'],"I have broken this scheme. arXiv has been rejecting my break for the past two weeks---with luck they'll change their mind at some point---but I've implemented a jigsaw puzzle solver that can correctly reconstruct images with high probability.

My attack works with three simple steps:
1. I train a neural network to predict if two patches could be adjacent or not
2. I compute the probability any two of the n^2 patches could be placed next to each other
3. I walk the graph to find the best alignment

This allows me to achieve perfect reconstruction for 23% of the ImageNet images I used during testing of my attack, and near-perfect reconstruction of a further 46%.

I do not understand why we should have ever believed that it would be possible to achieve privacy with jigsaw puzzles---a task that is regularly treated as ""play"" for eight-year-old children.",crucial incorrectness,-2,,2022-11-04 22:23:16+00:00,False
55,UaAD-Nu86WX,DiGress: Discrete Denoising diffusion for graph generation,qe9Yyqbxfo,Wondering what type of GPU you are using for this work.,['~Liang_Yan2'],"Wondering what type of GPU you are using for this work,thanks!",general question,0,2022-09-29 12:55:03+00:00,2022-11-15 12:35:51+00:00,True
56,7JsGYvjE88d,Fast and Precise: Adjusting Planning Horizon with Adaptive Subgoal Search,u3YsFp7VkuN,A note on DeepCubeA & an additional reference,['~Kyo_Takano1'],"Dear authors and reviewers,


I would like to make a few comments about references, although they may not be very helpful since the authors do not seem to compare their results with existing ones.

1. DeepCubeA (Agostinelli et al., 2019) [1] is a method that has been validated on Sokoban as well as the Rubik's Cube. The authors has not included this information, like Czechowski, et al. (2021) [2] did not.
2. On solving the Rubik's Cube, we proposed a deep learning method with state-of-the-art results (Takano, 2021) [3], which also combined neural networks and BestFS (more specifically, beam search).

Please consider including/citing these. If possible, with experimental comparisons of solution optimality and efficiency.

---
References

[1] Forest Agostinelli, Stephen McAleer, Alexander Shmakov, and Pierre Baldi. Solving the Rubik’s cube with deep reinforcement learning and search. Nature Machine Intelligence, 1(8):356–363, 2019.\
[2] Konrad Czechowski, Tomasz Odrzygózdz, Marek Zbysinski, Michał Zawalski, Krzysztof Olejnik, Yuhuai Wu, Łukasz Kucinski, and Piotr Miłos. Subgoal search for complex reasoning tasks. Advances in Neural Information Processing Systems, 34:624–638, 2021.\
[3] Kyo Takano. Self-Supervision is All You Need for Solving Rubik's Cube. arXiv:2106.03157, 2021.",missing or wrong reference,0,2022-06-01 18:28:23+00:00,2022-11-12 05:25:04+00:00,True
57,yTbNYYcopd,Accurate Neural Training with 4-bit Matrix Multiplications at Standard Formats,T_jdS_AKb_d,Hope to update the code to reproduce the result,['~Haocheng_Xi1'],"Hello, I am very interested in your work, which has very good performance. However, I notice that your code is missing some files, so I can not reproduce your result using LUQ in the backward pass and SAWB in the forward pass.(For example, in vision/models/modules/se.py it import .activation, but it does not include such a file) Can you upload the code that can reproduce your result on the Imagenet? I am very grateful for this. (I believe that the method works since I implement it by myself and get relatively good result, but it is better to look at the original code :)",reproducibility issue,-1,,2022-11-07 05:29:40+00:00,False
58,XE0cIoi-sZ1,Can Single-Pass Contrastive Learning Work for Both Homophilic and Heterophilic Graph?,NnfkxplhX7,Misattribution of multiple datasets,['~Benedek_Andras_Rozemberczki1'],"The paper misattributed the authorship of the Chameleons and Squirrels datasets. These datasets were proposed in this ICLR submission:

https://openreview.net/forum?id=HJxiMAVtPH

The Pei et al. paper cited by the authors took the Squirrel and Chameleons datasets and used those for benchmarking, but had nothing to do with the creation of the datasets. The correct citation for the paper which proposed the datasets is:

```bibtex
>@article{musae,
          author = {Rozemberczki, Benedek and Allen, Carl and Sarkar, Rik},
          title = {{Multi-Scale Attributed Node Embedding}},
          journal = {Journal of Complex Networks},
          volume = {9},
          number = {2},
          year = {2021},
}
```

The Twitch-Gamers dataset was proposed in this paper:

```bibtex

>@misc{rozemberczki2021twitch,
       title = {Twitch Gamers: a Dataset for Evaluating Proximity Preserving and Structural Role-based Node Embeddings}, 
       author = {Benedek Rozemberczki and Rik Sarkar},
       year = {2021},
       eprint = {2101.03091},
       archivePrefix = {arXiv},
       primaryClass = {cs.SI}
       }

```",missing or wrong reference,0,2022-11-20 07:18:56+00:00,2022-11-05 19:59:15+00:00,False
59,2nLeOOfAjK,Versatile Neural Processes for Learning Implicit Neural Representations,kIu_2s6ZFa,Equations of generative processes and the Correctness of derived ELBO?,['~Richard_S_Liu1'],"Hi Authors,

Thanks for the work. I take great interest in the hierarchical modeling of neural processes. So I have a couple of questions about this work.

1. In the vanilla neural process, it gives the generative process as $p(y_{1:n}|x_{1:n})=\int p(z)\prod_{i=1}^{n}p(y_i|x_i,z)dz$. ***Can you specify the generative process of your proposed hierarchical model in equations?*** Meanwhile, ***does your hierarchical neural process meet the Kolmogorov extension theorem to verify the definition of exchangeable stochastic processes?***
2. Since the sequential latent variables $z_{1:L}$ are correlated and factorized in hierarchical variational autoencoders [1], so the derived evidence lower bound has the KL divergence term in the form $\sum_{l=2}^{L} E_{q(z_{l}|z_{<l},x)}[KL(q(z_{l}|x,z_{<l})||p(z_{l}|z_{<l}))]+KL(q(z_{1}|x)|| p(z_1))$.
***I noticed the expectation form and the correlation are removed in your ELBO equation (6). So is this a correct optimization objective, and can you provide detailed math formulations?***
3. Is it possible to attach the link to the anonymous code for implementation details? 

***Reference***

[1] Vahdat, Arash, and Jan Kautz. ""NVAE: A deep hierarchical variational autoencoder."" Advances in Neural Information Processing Systems 33 (2020): 19667-19679.",general question,0,2023-01-21 04:08:46+00:00,2022-11-15 19:40:37+00:00,False
60,2nLeOOfAjK,Versatile Neural Processes for Learning Implicit Neural Representations,xoTzt88ayk,Mathematically incorrect ELBO (Optimization Objective) and Incorrect Evaluation in Experiments (Code Implementations)?,['~Richard_S_Liu1'],"Hi Author and Other Reviewers,

I double-checked the revised optimization objective and the uploaded codes and found crucial points incorrect in the manuscript.

***1. Incorrect ELBO***

**The evidence lower bounds (ELBOs) as the model optimization objective in the latest three versions of the manuscript are different from each other, and none of them are correct in math**. Note that the KL divergence term inside the Eq. (7) should be $\sum_{l=2}^{L} E_{q_{\phi}(z_{l}|z_{<l},x)}[KL(q_{\phi}(z_{l}|x,z_{<l},D_{C},D_{T})||p_{\psi}(z_{l}|z_{<l},D_{C},X_{T}))]$. This can be verified in step-by-step derivations.
Meanwhile, the used approximate posterior **is not hierarchical at all, since $q_{\phi}(z_{<k}|D_C , D_T ) = \prod_{i=1}^{k-1} q_{\phi}(z_{i}|Y_{<i},D_C,D_T)$ assumes the independence of all $z_i$ (these l.v.s are not correlated at all in the paper)**. 


***2. Incorrect Evaluation (Importance-Weighted ELBO? in testing from Uploaded Codes)***

Take a look at the uploaded code in the catalogue **""…/regression/model/vnp.py""**, the Class VNP forward section: when else (not self.training), **it computes the ELBO  and then uses the elbo to obtain the evaluation result from the $ll = logmeanexp(loss)$**. This is different from the evaluation in NP models, which use the importance-weighted likelihoods instead of ELBO. 
",crucial incorrectness,-2,2023-01-21 04:08:46+00:00,2022-11-18 10:41:07+00:00,False
61,3vOtC1t1kF,Efficient Personalized Federated Learning via Sparse Model-Adaptation,OesLOCYoW9N,"To reviewers and authors, concerns regarding the claims and contributions of the paper",['~Rivan_Ilk1'],"Dear authors and reviewers,
The paper is an interesting read, and the reviewers’ comments are also quite insightful towards understanding the claims of the paper. In this regard, the following points may be helpful for further evaluation of the current work.

- **Limited novelty and potentially ambiguous claims**

**The idea of learning sparse models in a federated setting has been considered in many prior works [1], [2]**. In particular, these works do not require any additional step of model compression after the training procedure is completed. The current work has neither compared with these works nor even cited them anywhere in the paper. Furthermore, these prior works achieve a high accuracy despite having a density of less than 10% (equivalent to s<=0.1 in current paper). The current paper consistently considers much higher levels of density, which makes it unclear if it would perform well at low density. Also the proposed scheme of using a gated mask that adapts to each data point can add significant memory overhead for clients as the entire model has to be present in the memory, both for training and inference.

In continuation with the above comment, **it is not clear how the authors can claim that their proposed approach is able to speed up training or inference, or can save communication bandwidth (the authors have made this seemingly unreasonable claim in the last line of Section 5.1)**.  As the local model density is not that low (~25-30%), the upload communication cost saving is limited. More precisely, due to the irregular nature of the sparsity, there should be additional overhead of indexing causing further reduction of comm. saving.
During downlink, as the global model is dense, there is no comm. benefit. In contrast, [1] leveraged the advantage of sparsity during both up and downlink. 

Regarding computation efficiency, it is well-known in pruning literature that when unstructured sparsity is utilized for training/inference models, speedups are not observed unless there is a density of the model is lower than 10% [3]. Since the gated mask is equivalent to unstructured sparsity, **authors’ claims regarding savings in computations during training/inference need to be substantiated through empirical experiments**.

- **Weak theoretical analysis**

**While the attempt of the authors to provide a theoretical analysis is appreciated, the assumptions 1 and 2 are too strong to begin with**. In particular, Assumption 1 does not appear in data distribution form in prior works, which typically make assumptions on the objective functions instead of data distributions. Furthermore, Assumption 2 needs to be further justified. The authors have made the assumption that both the sparse models and the learned gates are Lipshitz bounded, without any justifications. The authors need to provide intuitive reasons behind making such strong assumptions. These assumptions on model parameters/gates do not seem to exist in any prior works, and in absence of any justification of these new assumptions, *the current foundations of theoretical analysis may be considered as weak. This in turn limits the scope of such analysis*.
 
[1] Bibikar S, Vikalo H, Wang Z, Chen X. Federated dynamic sparse training: Computing less, communicating less, yet learning better. In AAAI, 2022. 
[2] Xinchi Qiu, Javier Fernandez-Marques, Pedro PB Gusmao, Yan Gao, Titouan Parcollet, and Nicholas Donald Lane. ZeroFL: Efficient on-device training for federated learning with local sparsity. In ICLR, 2021.
[3] Deep Compression: Compressing Deep Neural Networks with Pruning, Trained Quantization and Huffman Coding. ICLR, 2016 (best paper).",crucial incorrectness,-2,,2022-11-19 07:06:47+00:00,False
62,sP0p5S-gZ2,Optformer: Beyond Transformer for Black-box Optimization,RPPQqb51mg,Two ICLR'23 submissions that are very similar,['~Wenlong_Lyu1'],"Somehow I found these two ICLR submissions very similar, with regard to the figures, formulae, and proposed methods in the two papers, the difference seems to be the AI models used (Transformer vs CNN)

1. [OPTFORMER: BEYOND TRANSFORMER FOR BLACKBOX OPTIMIZATION](https://openreview.net/pdf?id=sP0p5S-gZ2)
2. [DECN: EVOLUTION INSPIRED DEEP CONVOLUTION NETWORK FOR BLACK-BOX OPTIMIZATION](https://openreview.net/pdf?id=Ur_qORZ6-9R)

For example:
- Figure 1 of [1] and [2] are basically the same
- Figure 2 of [1] and figure 6 for [2] are basically same
- Eq. 7 of [2] and Eq. 12 of [1] are the same
- Algorithm 1 of both [1] and [2] are very similar",plagiarism,-2,,2022-11-07 09:10:03+00:00,False
63,xWFguIF_hG,In Search of Smooth Minima for Purifying Backdoor in Deep Neural Networks,JNahAVMFmUt,Related Work,['~Zhiwei_Jia1'],"Hi authors, I really like your work on using the Fisher Information Matrix to improve the robustness of DNN. Please consider citing the following paper that also utilizes FIM for better generalization.

[1] Information-Theoretic Local Minima Characterization and Regularization

ICML 2020

Zhiwei Jia, Hao Su",missing or wrong reference,0,,2022-11-11 00:17:17+00:00,False
64,dSYkYNNZkV,Localized Graph Contrastive Learning,C7U3KSp9AnO,Misattribution of datasets,['~Benedek_Andras_Rozemberczki1'],"The paper misattributed the authorship of the Chameleons and Squirrels datasets. These datasets were proposed in this ICLR submission:

https://openreview.net/forum?id=HJxiMAVtPH

The Pei et al. paper cited by the authors took the Squirrel and Chameleons datasets and used those for benchmarking, but had nothing to do with the creation of the datasets. The correct citation for the paper which proposed the datasets is:

```bibtex
>@article{musae,
          author = {Rozemberczki, Benedek and Allen, Carl and Sarkar, Rik},
          title = {{Multi-Scale Attributed Node Embedding}},
          journal = {Journal of Complex Networks},
          volume = {9},
          number = {2},
          year = {2021},
}
```",missing or wrong reference,0,,2022-11-05 20:24:25+00:00,False
65,sciA_xgYofB,Impossibly Good Experts and How to Follow Them,qt3c9seHoUX,Missing relevant related works,['~Aviv_Tamar1'],"This is an interesting problem, which several recent works already tried to tackle. Please see:
1. Nguyen, Hai Huu, et al. ""Leveraging Fully Observable Policies for Learning under Partial Observability."" 6th Annual Conference on Robot Learning.
2. Warrington, Andrew, et al. ""Robust asymmetric learning in pomdps."" International Conference on Machine Learning. PMLR, 2021.
3. Weihs, Luca, et al. ""Bridging the imitation gap by adaptive insubordination."" Advances in Neural Information Processing Systems 34 (2021): 19134-19146.

It would be good to situate ELF in this space.",missing or wrong reference,0,,2022-11-10 08:36:38+00:00,False
66,yyBis80iUuU,Hybrid RL: Using both offline and online data can make RL efficient,FqV78Kuo7R,Related Work,['~Zhiwei_Jia1'],"Hi authors, I really like your work on the Hybrid Q-Learning. Please consider citing the following paper that utilizes offline demos generated by distributed online agents for efficient online policy learning.

[1] Improving Policy Optimization with Generalist-Specialist Learning

ICML 2022

Zhiwei Jia, Xuanlin Li, Zhan Ling, Shuang Liu, Yiran Wu, Hao Su",missing or wrong reference,0,2022-10-13 04:19:05+00:00,2022-11-11 00:39:51+00:00,True
67,W-nZDQyuy8D,GOOD: Exploring geometric cues for detecting objects in an open world,oLFQV3JbThY,Questions About Open World Detection on Depth Image,['~Yuchen_Wu3'],"Hi, I'm also working on the direction of open-world proposal and trying to reproduce the result in your paper. I use the V2 model of OmniData and inference on the padded COCO image according to the paper. Then I train an OLN model on the depth images by directly loading the depth images as 3-channel arrays (duplicating the depth channel). The model is trained for 8 epochs using the same schedule as the OLN code. But I only get AR@100=23.4, far from the result you provide in Fig6a, which is 27.7. Could you please provide more details on training the proposal network on depth so that I can check if there's anything that I missed (e.g. the data aug)? Thank you very much.",reproducibility issue,-1,2022-12-22 14:13:33+00:00,2022-11-06 08:45:06+00:00,False
68,FRLswckPXQ5,Improved Convergence of Differential Private SGD with Gradient Clipping,S-zAJR_bE_,Expect for clarifications on some technical points,['~Xiaodong_Yang7'],"Introducing the *growth condition* and *sub-Gaussian gradient noise* into the theoretical studies of private empirical minimization, this manuscript also made contributions by proposing a well-motivate variant--value clipping.

However, I got confused when reading the detailed proofs of this manuscript, and got stuck especially in the **proof of Proposition 4.4**, presented in Appendix C.3, page 20-21. Two **non-trials gaps** exist:

$\bullet$ **Circular Argument in applying Proposition 4.3.** In more details, Propositions 4.2&4.3 sequentially establish high-prob upper bounds on the function value difference $\nabla f(w^{(t)})-f^\ast$, but the series $w^{(t)}$ should come from a **non-clipping method, Algorithm 2.** In the first half of the proof of Proposition 4.4, the authors **directly apply Proposition 4.3 to the series output by Algorithm 1 (which involves gradient clipping),** obtaining a high-prob upper bound on the gradient norm $\nabla f_i(w^{(t)})$, thus concluding clipping doesn't happen. This process involves some circular argument.

$\bullet$ **Ignoring Bias Term when adopting Lemma A.11** This lemma is taken from Theorem 2.1 (Ghadimi & Lan, 2013, https://arxiv.org/abs/1309.5549). The authors seem to miss a very important condition in this theorem: **gradient estimates need to be unbiased,** $\mathbb{E}[\nabla f_\xi(w)]=\nabla f(w)$. But the second half of the proof of Proposition 4.4 applies this theorem to Algorithm 1, in which there might be conditional bias for the gradient estimate. Specifically, event $\mathcal{E}$ involves the randomness of drawing mini-batches $B_t\subset[T]$, so $B_t$ is not independent of event $\mathcal{E}$, leading to possibly $\mathbb{E}[\frac{1}{B}\sum_{i\in\mathcal{B}_t}\nabla f_i(w^{(t)})|\mathcal{E}]\neq\nabla f(w^{(t)})$. **The authors seem to forget to checking the unbiased condition.**

Besides these two gaps, I also spot other statements to be refined. To name a few, the authors directly use Theorem 3.4 (Theorem 1 in (Abadi et al, 2016, https://arxiv.org/abs/1607.00133)) to prove the privacy guarantee. But in fact, (Abadi et al, 2016) employs Poisson subsampling to draw the mini-batches, different from the uniform sub-sampling employed in Algorithm 1 here. So the privacy accounting should be refined a little more.

Specifically, I think it would be nice for the authors to cite compare more recent results in private non-convex erm, like https://arxiv.org/pdf/2206.07136.pdf, https://arxiv.org/pdf/2206.13033.pdf, and the references therein. A comprehensive comparison on used assumptions and conclusions would help everyone better identity the contributions of this manuscript.
",inaccurate description,-1,,2022-11-14 16:47:49+00:00,False
69,IxmWsm4xrua,Toeplitz Neural Network for Sequence Modeling,YI8vM1WWWh,Connection to global convolutions and MLP-based convolutional parameterizations,['~David_W._Romero1'],"Dear authors, 

thank you very much for your interesting contribution! Very nice paper!

I have a question wrt to your method. Can I understand your method as computing for a signal of length $n$ a global convolutional kernel of length $2n-1$ via the RPE network & then utilizing Toeplitz matrices to compute a (circular) convolution-like operation with the resulting kernel? If so, I think this method is very related to CKConv ( https://arxiv.org/abs/2102.02611 ), where an MLP is used to construct global convolutional kernels to perform global convolutions. 

Looking forward to hearing your opinion :)

Cheers,

David",general question,0,,2022-11-08 08:21:32+00:00,False
70,gHi_bIxFdDZ,Understanding Gradient Regularization in Deep Learning: Efficient Finite-Difference Computation and Implicit Bias,mTtPM_V9x2,Related Work,['~Zhiwei_Jia1'],"Hi authors, I like your work on using the finite-difference computation to efficiently regularize the gradient norm term. Please consider citing the following paper that applies gradient regularization similarly by finite-difference computation.

[1] Information-Theoretic Local Minima Characterization and Regularization

ICML 2020

Zhiwei Jia, Hao Su",missing or wrong reference,0,2022-10-06 07:12:54+00:00,2022-11-11 00:25:53+00:00,True
